productId,title,description,price,quantity,is_hide,created,category,creator
605,SHEIN Girls Letter Graphic Top & Contrast Side Pants Set,"| Color: Black and White | Style: Sporty | Pattern Type: Colorblock, Slogan | Neckline: Round Neck | Top Type: Tee | Sleeve Length: Short Sleeve | Season: Spring/Fall | Composition: 60% Cotton, 33% Polyester, 7% Spandex | Fabric: Slight Stretch | Fit Type: Regular Fit",15.0,103,0,2020-08-26 00:52:47,3,6
604,SHEIN Girls 2 Pack Solid Crop Top & Leggings Set,"| Color: Multicolor | Style: Casual | Pattern Type: Plain | Neckline: Round Neck | Top Type: Tee | Bottom Type: Leggings | Sleeve Length: Cap Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 95% Cotton, 5% Spandex | Material: Cotton | Fabric: Slight Stretch | Sheer: No | Fit Type: Slim Fit",18.0,170,0,2020-08-26 00:52:26,3,6
603,SHEIN Girls Chinese Dragon Graphic Hoodie,"| Color: Black | Style: Casual | Pattern Type: Animal | Neckline: Hooded | Length: Regular | Type: Pullovers | Details: Pocket | Sleeve Length: Long Sleeve | Sleeve Type: Drop Shoulder | Season: Spring/Fall | Composition: 32.9% Cotton, 61.1% Polyester, 6% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit",14.0,100,0,2020-08-26 00:51:45,3,6
602,SHEIN Girls Knot Strap Split Hem Butterfly Pattern Velvet Slip Dress,"| Color: Black | Style: Glamorous | Pattern Type: Animal | Neckline: Spaghetti Strap | Length: Short | Type: Bodycon | Details: Knot, Split | Season: Fall/Winter | Composition: 95% Polyester, 5% Spandex | Material: Velvet | Fabric: Slight Stretch | Waist Line: Natural | Sheer: No | Hem Shaped: Pencil | Fit Type: Slim Fit",15.0,118,0,2020-08-26 00:51:28,3,6
601,SHEIN Girls Lace Lantern Sleeve Zip Back Top,"| Color: Black | Style: Glamorous | Pattern Type: Plain | Neckline: Stand Collar | Length: Regular | Details: Sheer, Contrast Lace | Sleeve Length: Long Sleeve | Sleeve Type: Bishop Sleeve | Season: Spring/Fall | Composition: 95% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Placket Type: Pullovers | Arabian Clothing: Yes",17.0,153,0,2020-08-26 00:50:42,3,6
600,Toddler Boys Letter Graphic Sweatshirt With Patched Joggers,"| Color: Multicolor | Style: Casual | Pattern Type: Letter | Neckline: Round Neck | Top Type: Sweatshirt | Bottom Type: Sweatpants | Details: Patched | Sleeve Length: Long Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 95% Cotton, 5% Spandex | Material: Cotton | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit",14.0,125,0,2020-08-26 00:47:56,3,6
599,Toddler Girls Frill Trim Blouse With Pants,| Color: Multicolor | Style: Casual | Pattern Type: Colorblock | Neckline: Round Neck | Top Type: Blouse | Bottom Type: Pants | Details: Frill | Sleeve Length: Long Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 100% Cotton | Material: Cotton | Fabric: Non-Stretch | Sheer: No | Fit Type: Regular Fit,18.0,170,0,2020-08-26 00:47:29,3,6
598,SHEIN Girls Crisscross Cutout Detail Solid Tee,"| Color: Black | Style: Casual | Pattern Type: Plain | Neckline: Round Neck | Length: Regular | Details: Criss Cross, Cut Out | Sleeve Length: Long Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 60% Cotton, 32.5% Polyester, 7.5% Spandex | Material: Cotton | Fabric: Slight Stretch | Fit Type: Regular Fit | Placket Type: Pullovers | Arabian Clothing: Yes",14.0,158,0,2020-08-26 00:46:34,3,6
597,SHEIN Girls Drop Shoulder Colorblock Kangaroo Hoodie,"| Color: Multicolor | Style: Casual | Pattern Type: Colorblock | Neckline: Hooded | Length: Regular | Type: Pullovers | Details: Pocket | Sleeve Length: Long Sleeve | Sleeve Type: Drop Shoulder | Season: Spring | Composition: 45% Cotton, 50% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Arabian Clothing: Yes",17.0,164,0,2020-08-26 00:45:52,3,6
596,SHEIN Girls Allover Letter Graphic Leggings,"| Color: Black and White | Style: Casual | Pattern Type: Letter, All Over Print | Length: Long | Season: Spring | Composition: 95% Polyester, 5% Spandex | Fabric: Slight Stretch | Fit Type: Skinny | Closure Type: Elastic Waist | Waist Line: Natural",17.0,194,0,2020-08-26 00:44:23,3,6
595,SHEIN Girls Slogan and Sunflower Print Hoodie,"| Color: Black | Style: Casual | Pattern Type: Floral, Slogan | Neckline: Hooded | Length: Regular | Type: Pullovers | Sleeve Length: Long Sleeve | Sleeve Type: Drop Shoulder | Season: Spring/Fall | Composition: 100% Cotton | Material: Cotton | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit",10.0,127,0,2020-08-26 00:43:40,3,6
594,SHEIN Girls Waterfall Collar PU Leather Jacket,"| Color: Black | Style: Casual | Pattern Type: Plain | Neckline: Waterfall | Length: Regular | Type: Other | Sleeve Length: Long Sleeve | Sleeve Type: Regular Sleeve | Season: Fall/Winter | Composition: 45% Polyester, 55% PU Leather | Material: PU Leather | Fabric: Non-Stretch | Sheer: No | Fit Type: Regular Fit",18.0,180,0,2020-08-26 00:42:53,3,6
593,Toddler Boys Letter Graphic Raglan Sleeve Sweatshirt With Pants,"| Color: Cadet Blue | Style: Casual | Pattern Type: Letter | Neckline: Round Neck | Sleeve Length: Long Sleeve | Sleeve Type: Raglan Sleeve | Season: Spring | Composition: 95% Cotton, 5% Spandex | Material: Cotton | Fabric: Slight Stretch | Suit Type: Pants",15.0,133,0,2020-08-26 00:42:39,3,6
592,SHEIN Girls Pocket Front Figure Graphic Pullover,"| Color: Black | Style: Casual | Pattern Type: Figure, Slogan | Neckline: Hooded | Length: Regular | Type: Pullovers | Details: Pocket | Sleeve Length: Long Sleeve | Sleeve Type: Drop Shoulder | Season: Spring/Fall | Composition: 10% Cotton, 90% Polyester | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit",16.0,153,0,2020-08-26 00:41:42,3,6
591,SHEIN Girls Tie Dye Sweatpants,"| Color: Bright, Baby Blue | Style: Casual | Pattern Type: Tie Dye | Length: Long | Type: Sweatpants | Season: Spring | Composition: 100% Cotton | Material: Cotton | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Elastic Waist | Waist Line: High Waist",15.0,175,0,2020-08-26 00:40:14,3,6
590,Toddler Girls Tie Dye Hoodie & Sweatpants,| Color: Dusty Blue | Style: Casual | Pattern Type: Tie Dye | Neckline: Hooded | Top Type: Sweatshirt | Bottom Type: Sweatpants | Sleeve Length: Long Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 100% Polyester | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit,18.0,144,0,2020-08-26 00:39:38,3,6
589,SHEIN Girls Letter Graphic Camo Top & Sweatpants Set,"| Color: White | Style: Sporty | Pattern Type: Letter, Camo | Neckline: Round Neck | Top Type: Tee | Bottom Type: Sweatpants | Details: Pocket | Sleeve Length: Short Sleeve | Sleeve Type: Regular Sleeve | Season: Spring | Composition: 95% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Arabian Clothing: Yes",17.0,169,0,2020-08-26 00:38:59,3,6
588,SHEIN Girls Heart Print Tee & Belted Striped Pants Set,"| Color: Multicolor | Style: Casual | Pattern Type: Striped, Heart | Neckline: Round Neck | Top Type: Tee | Bottom Type: Pants | Details: Belted | Sleeve Length: Short Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 95% Cotton, 5% Spandex | Material: Cotton | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Belt: Yes | Arabian Clothing: Yes",15.0,160,0,2020-08-26 00:38:34,3,6
587,SHEIN Girls Butterfly Print Tie Dye Sweatpants,"| Color: Blue and White | Style: Casual | Pattern Type: Animal, Tie Dye | Length: Long | Type: Sweatpants | Season: Spring | Composition: 95% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Elastic Waist | Waist Line: High Waist",11.0,161,0,2020-08-26 00:38:18,3,6
586,SHEIN Girls Double Breasted Buckle Strap Cuff Trench Coat,| Color: Pink | Style: Casual | Pattern Type: Plain | Neckline: Lapel | Length: Midi | Type: Trench Coat | Details: Double Button | Sleeve Length: Long Sleeve | Sleeve Type: Regular Sleeve | Season: Spring | Composition: 100% Cotton | Material: Cotton | Fabric: Non-Stretch | Sheer: No | Fit Type: Regular Fit | Placket: Double Breasted | Arabian Clothing: Yes,10.0,127,0,2020-08-26 00:38:03,3,6
585,SHEIN Girls Drop Shoulder Patch Pocket Checker Panel Hoodie,"| Color: Black | Style: Casual | Pattern Type: Plaid | Neckline: Hooded | Length: Regular | Type: Pullovers | Details: Pocket | Sleeve Length: Long Sleeve | Sleeve Type: Drop Shoulder | Season: Spring/Fall | Composition: 95% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit",14.0,190,0,2020-08-26 00:37:49,3,6
584,SHEIN Girls High Neck Flare Dress,"| Color: Black | Style: Casual | Pattern Type: Plain | Neckline: High Neck | Length: Long | Type: A Line | Sleeve Length: Long Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 60% Cotton, 32.5% Polyester, 7.5% Spandex | Material: Cotton | Fabric: Slight Stretch | Waist Line: High Waist | Hem Shaped: Flared | Fit Type: Regular Fit | Arabian Clothing: Yes",19.0,124,0,2020-08-26 00:37:32,3,6
583,SHEIN Girls Slogan Graphic Hoodie,"| Color: Black | Style: Casual | Pattern Type: Slogan | Neckline: Hooded | Length: Regular | Type: Pullovers | Sleeve Length: Long Sleeve | Season: Spring/Fall | Composition: 30% Cotton, 65% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Fit Type: Regular Fit | Arabian Clothing: Yes",10.0,162,0,2020-08-26 00:37:18,3,6
582,SHEIN Girls Letter Graphic Top & Sweatpants Set,"| Color: Multicolor | Style: Casual | Pattern Type: Letter, Colorblock | Neckline: Round Neck | Top Type: Tee | Sleeve Length: Short Sleeve | Season: Spring/Fall | Composition: 100% Cotton | Material: Cotton | Fabric: Slight Stretch | Fit Type: Regular Fit | Suit Type: Sweatpants",14.0,149,0,2020-08-26 00:37:07,3,6
581,Girls Solid Ribbed Knit Sweater,"| Color: Mustard Yellow | Type: Pullovers | Style: Casual | Pattern Type: Plain | Neckline: Round Neck | Length: Regular | Sleeve Length: Long Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 97% Polyester, 3% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Placket Type: Pullovers",10.0,164,0,2020-08-26 00:36:51,3,6
580,Toddler Girl Floral Print Hoodie With Pants & Headband,"| Color: Multicolor | Style: Casual | Pattern Type: Floral | Neckline: Hooded | Details: Pocket | Sleeve Length: Long Sleeve | Season: Spring | Composition: 95% Cotton, 5% Spandex | Material: Cotton | Fabric: Slight Stretch | Suit Type: Pants",19.0,187,0,2020-08-26 00:36:36,3,6
579,Toddler Boys Cartoon Print Hoodie With Sweatpants,"| Color: Black | Style: Casual | Pattern Type: Letter, Cartoon | Neckline: Hooded | Top Type: Sweatshirt | Bottom Type: Sweatpants | Sleeve Length: Long Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 95% Cotton, 5% Spandex | Material: Cotton | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit",11.0,171,0,2020-08-26 00:36:19,3,6
578,SHEIN Girls Button Detail Tie Front Top,"| Color: White | Style: Casual | Pattern Type: Plain | Neckline: V neck, Tie Neck | Length: Regular | Details: Button, Tie Front | Sleeve Length: Long Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 20% Rayon, 75% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Fit Type: Regular Fit | Placket Type: Pullovers | Arabian Clothing: Yes",13.0,112,0,2020-08-26 00:36:06,3,6
577,SHEIN Girls Letter Graphic Top & Contrast Sideseam Sweatpants Set,"| Color: Grey | Style: Sporty | Pattern Type: Letter | Neckline: Round Neck | Top Type: Tee | Bottom Type: Sweatpants | Details: Bow, Side Stripe | Sleeve Length: Short Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 95.2% Polyester, 4.8% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit",17.0,157,0,2020-08-26 00:35:50,3,6
576,SHEIN Girls 2 Pack Drawstring Waist Solid Sweatpants,"| Color: Multicolor | Style: Sporty | Pattern Type: Plain | Details: Drawstring, Pocket | Length: Cropped | Type: Sweatpants | Season: Spring | Composition: 100% Cotton | Material: Cotton | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Drawstring Waist, Elastic Waist | Waist Line: High Waist | Arabian Clothing: Yes",18.0,183,0,2020-08-26 00:35:38,3,6
575,SHEIN Girls Butterfly Print Pocket Front Drop Shoulder Hoodie,"| Color: White | Style: Casual | Pattern Type: Animal | Neckline: Hooded | Length: Regular | Type: Pullovers | Details: Pocket | Sleeve Length: Long Sleeve | Sleeve Type: Drop Shoulder | Season: Spring/Fall | Composition: 10% Cotton, 90% Polyester | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit",19.0,162,0,2020-08-26 00:35:25,3,6
574,SHEIN Girls Drop Shoulder Solid Pullover,"| Color: Black | Style: Casual | Pattern Type: Plain | Neckline: Round Neck | Length: Crop | Type: Pullovers | Sleeve Length: Long Sleeve | Sleeve Type: Drop Shoulder | Season: Spring/Fall | Composition: 30% Cotton, 65% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Arabian Clothing: Yes",14.0,143,0,2020-08-26 00:35:07,3,6
573,SHEIN Girls Open Front Drop Shoulder Floral Print Coat,"| Color: Black and White | Style: Casual | Pattern Type: Floral | Length: Short | Type: Other | Sleeve Length: Long Sleeve | Sleeve Type: Drop Shoulder | Season: Spring/Fall | Composition: 95% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Arabian Clothing: Yes",13.0,180,0,2020-08-26 00:34:54,3,6
572,SHEIN Girls Mock Neck Solid Top & Camo Print Cargo Pants Set,"| Color: Multicolor | Style: Sporty | Pattern Type: Camo | Neckline: Stand Collar | Top Type: Tee | Bottom Type: Pants | Details: Knot, Pocket | Sleeve Length: Cap Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 95% Cotton, 5% Spandex | Material: Cotton | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit",15.0,142,0,2020-08-26 00:34:32,3,6
571,SHEIN Girls Butterfly Embroidered Top and Tie Front Joggers Set,"| Color: Black and White | Style: Casual | Pattern Type: Animal | Neckline: Round Neck | Top Type: Tee | Bottom Type: Sweatpants | Details: Embroidery, Rib-Knit, Tie Front | Sleeve Length: Short Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 35% Rayon, 60% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit",12.0,145,0,2020-08-26 00:34:03,3,6
570,SHEIN Girls Zipper Back Scallop Trim Belted Dress,"| Color: Burgundy | Style: Glamorous | Pattern Type: Plain | Neckline: Round Neck | Length: Midi | Type: A Line | Details: Scallop, Belted, Zipper | Sleeve Length: Three Quarter Length Sleeve | Sleeve Type: Regular Sleeve | Season: Spring/Fall | Composition: 95% Polyester, 5% Spandex | Material: Polyester | Fabric: Non-Stretch | Waist Line: Natural | Hem Shaped: Flared | Belt: Yes | Silhouette: Shift",19.0,143,0,2020-08-26 00:33:45,3,6
569,SHEIN Men Drawstring Waist Mesh Pocket Wind Joggers,"| Color: Khaki | Style: Street | Pattern Type: Colorblock | Details: Drawstring, Contrast Mesh, Pocket | Length: Long | Type: Cargo Pants | Season: Spring/Summer/Fall | Composition: 100% Polyester | Material: Polyester | Fabric: Non-Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Drawstring Waist, Elastic Waist | Waist Line: Natural",21.0,157,0,2020-08-25 22:32:19,1,4
568,Men Letter Tape Symmetrical Pocket Tailored Pants,"| Color: Black | Style: Work | Pattern Type: Letter | Details: Pocket, Tape | Length: Long | Type: Tailored | Season: Spring/Summer/Fall | Composition: 25% Rayon, 72% Polyester, 3% Spandex | Material: Polyester | Fabric: Non-Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Zipper Fly | Waist Line: Natural",20.0,139,0,2020-08-25 22:31:39,1,4
567,Men Drawstring Waist Solid Carrot Pants,"| Color: Khaki | Style: Casual | Pattern Type: Plain | Details: Drawstring | Length: Long | Type: Tapered/Carrot | Season: Spring/Summer/Fall | Composition: 66% Cotton, 32% Polyester, 2% Spandex | Material: Cotton | Fabric: Non-Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Drawstring Waist | Waist Line: Natural",10.0,185,0,2020-08-25 22:31:16,1,4
566,SHEIN Men Rolled Hem Pants With Chain,"| Color: Army Green | Style: Casual | Pattern Type: Plain | Details: Drawstring, Chain, Pocket | Length: Long | Type: Tapered/Carrot | Season: Spring/Summer/Fall | Composition: 100% Cotton | Material: Cotton | Fabric: Non-Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Drawstring Waist, Elastic Waist | Waist Line: Natural",17.0,181,0,2020-08-25 22:30:15,1,4
565,SHEIN Men Graphic Print Drawstring Waist Slant Pocket Joggers,"| Color: Blue | Style: Casual | Pattern Type: Graphic | Details: Drawstring, Pocket | Length: Long | Type: Sweatpants | Season: All | Composition: 95% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Drawstring Waist, Elastic Waist | Waist Line: High Waist",23.0,178,0,2020-08-25 22:29:35,1,4
564,Men Fire Print Drawstring Sweatpants,"| Color: Black | Style: Street | Pattern Type: Fire | Details: Drawstring | Length: Long | Type: Sweatpants | Season: All | Composition: 85% Cotton, 15% Polyester | Material: Cotton | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Drawstring Waist | Waist Line: Natural",16.0,171,0,2020-08-25 22:27:31,1,4
563,Men Contrast Panel Drawstring Waist Sweatpants,| Color: Grey | Style: Casual | Pattern Type: Colorblock | Details: Drawstring | Length: Long | Type: Sweatpants | Season: All | Composition: 100% Polyester | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Drawstring Waist | Waist Line: Natural,14.0,137,0,2020-08-25 22:27:03,1,4
562,SHEIN Men Drawstring Waist Slant Pocket Pants,"| Color: Black | Style: Casual | Pattern Type: Plain | Details: Drawstring, Pocket, Tape | Length: Cropped | Type: Straight Leg | Season: All | Composition: 95% Polyester, 5% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Drawstring Waist | Waist Line: Natural",18.0,167,0,2020-08-25 22:26:47,1,4
561,Men Flap Pocket Drawstring Waist Cargo Pants,"| Color: Camel | Style: Casual | Pattern Type: Plain | Details: Drawstring, Pocket | Length: Cropped | Type: Cargo Pants | Season: Spring/Summer/Fall | Composition: 95% Cotton, 5% Polyester | Material: Cotton | Fabric: Non-Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Drawstring Waist | Waist Line: Natural",20.0,181,0,2020-08-25 22:26:09,1,4
560,Men Zipper Detail Flap Pocket Cargo Pants,"| Color: Camel | Style: Street | Pattern Type: Plain | Details: Pocket, Zipper | Length: Long | Type: Cargo Pants | Season: Spring/Fall | Composition: 20% Cotton, 80% Polyester | Material: Polyester | Fabric: Non-Stretch | Sheer: No | Fit Type: Regular Fit | Waist Line: Natural",21.0,109,0,2020-08-25 22:24:21,1,4
559,SHEIN Men Fire Print Checked Sweatpants,"| Color: Black and White | Style: Street | Pattern Type: Plaid, Fire | Details: Drawstring, Pocket | Length: Cropped | Type: Sweatpants | Season: All | Composition: 97% Polyester, 3% Spandex | Material: Polyester | Fabric: Slight Stretch | Sheer: No | Fit Type: Regular Fit | Closure Type: Drawstring Waist | Waist Line: High Waist",10.0,175,0,2020-08-25 22:23:15,1,4
